unid,survey_date_month,survey_num,gender,working,cft_score,num_score,com_score,grit_score,opt_score
41964,2018-06-01,1,Female,True,4.0,,4.0,9,
41964,2018-11-01,2,Female,True,4.0,,4.0,9,
15241,2016-03-01,1,Female,True,4.0,,5.0,3,7.0
33702,2016-04-01,1,Male,True,5.0,,5.0,2,3.0
33702,2016-08-01,2,Male,False,5.0,,5.0,2,3.0
33702,2016-12-01,3,Male,False,5.0,,5.0,2,3.0
101252,2018-04-01,1,Female,True,10.0,,,0,4.0
83023,2016-07-01,1,Male,False,7.0,,,4,
80756,2017-03-01,1,Female,False,4.0,,,5,6.0
80756,2017-07-01,2,Female,False,4.0,,,5,6.0
80756,2017-11-01,3,Female,False,4.0,,,5,6.0
80756,2018-03-01,4,Female,False,4.0,,,5,6.0
85374,2018-08-01,1,Female,False,,,,2,
68158,2016-02-01,1,Male,False,7.0,6.0,8.0,4,4.0
59944,2018-10-01,1,Male,False,,,,4,
59944,2018-11-01,2,Male,False,,,,4,
68536,2018-11-01,1,Male,False,6.0,3.0,6.0,2,
17380,2018-03-01,1,Male,False,,,,1,
33247,2016-10-01,1,Male,True,7.0,,,6,9.0
33247,2018-02-01,2,Male,True,7.0,,,6,9.0
49786,2018-02-01,1,Female,False,,,,3,8.0
49786,2018-05-01,2,Female,False,,,,3,8.0
16962,2018-03-01,1,Female,False,,,,2,
98435,2017-11-01,1,Male,False,,,,5,2.0
31785,2016-04-01,1,Female,True,3.0,,,5,0.0
50166,2017-06-01,1,Male,True,9.0,,,8,7.0
85832,2018-07-01,1,Female,False,7.0,,,8,
98602,2018-06-01,1,Female,True,,,,9,
33026,2016-07-01,1,Female,False,6.0,2.0,5.0,9,5.0
33026,2016-11-01,2,Female,True,6.0,2.0,5.0,9,5.0
33026,2017-02-01,3,Female,True,6.0,2.0,5.0,9,5.0
33026,2017-03-01,4,Female,True,6.0,2.0,5.0,9,5.0
33026,2018-07-01,5,Female,True,6.0,2.0,5.0,9,5.0
49231,2017-04-01,1,Female,False,2.0,,,9,6.0
68280,2017-12-01,1,Male,True,,,,5,5.0
68280,2018-04-01,2,Male,True,,,,5,5.0
902,2018-03-01,1,Female,False,,,,1,
902,2018-10-01,2,Female,True,,,,1,
46301,2017-08-01,1,Female,False,,,,0,10.0
98865,2018-03-01,1,Female,True,,,,3,-1.0
37000,2017-02-01,1,Female,False,7.0,2.0,6.0,2,6.0
51323,2018-02-01,1,Male,False,,,,1,7.0
99562,2017-06-01,1,Female,False,7.0,,,7,10.0
99562,2018-02-01,2,Female,True,7.0,,,7,10.0
70127,2016-07-01,1,Male,True,9.0,6.0,9.0,6,6.0
70127,2016-11-01,2,Male,False,9.0,6.0,9.0,6,6.0
70127,2018-02-01,3,Male,True,9.0,6.0,9.0,6,6.0
30928,2018-01-01,1,Female,False,5.0,,,5,
35670,2016-06-01,1,Male,False,7.0,3.0,6.0,9,5.0
35670,2016-10-01,2,Male,False,7.0,3.0,6.0,9,5.0
35670,2017-02-01,3,Male,False,7.0,3.0,6.0,9,5.0
35670,2017-06-01,4,Male,False,7.0,3.0,6.0,9,5.0
35670,2017-10-01,5,Male,False,7.0,3.0,6.0,9,5.0
35670,2018-02-01,6,Male,False,7.0,3.0,6.0,9,5.0
58890,2018-01-01,1,Male,False,,,,6,8.0
58890,2018-10-01,2,Male,False,,,,6,8.0
20374,2017-09-01,1,Female,False,9.0,4.0,9.0,9,
20374,2018-01-01,2,Female,False,9.0,4.0,9.0,9,
59011,2018-02-01,1,Male,False,,,,4,
8626,2016-07-01,1,Male,True,5.0,3.0,6.0,9,13.0
8626,2016-11-01,2,Male,False,5.0,3.0,6.0,9,13.0
8626,2018-02-01,3,Male,False,5.0,3.0,6.0,9,13.0
33528,2017-02-01,1,Female,False,5.0,,,5,3.0
67287,2017-03-01,1,Male,True,6.0,,5.0,4,4.0
13383,2017-03-01,1,Male,False,6.0,,5.0,3,0.0
21344,2016-02-01,1,Female,False,4.0,,4.0,7,7.0
8518,2016-06-01,1,Female,False,6.0,,5.0,6,8.0
2533,2018-05-01,1,Male,False,,,,6,
6604,2017-01-01,1,Male,False,6.0,,,6,9.0
73520,2017-06-01,1,Female,False,8.0,,,5,7.0
83831,2016-09-01,1,Female,False,6.0,3.0,6.0,6,5.0
83831,2017-01-01,2,Female,False,6.0,3.0,6.0,6,5.0
83831,2017-05-01,3,Female,False,6.0,3.0,6.0,6,5.0
60030,2017-02-01,1,Female,False,4.0,,,8,6.0
84113,2016-10-01,1,Female,True,7.0,2.0,6.0,0,7.0
98518,2017-10-01,1,Female,False,,,,1,8.0
86406,2017-01-01,1,Female,False,7.0,,,7,7.0
41557,2017-05-01,1,Male,True,7.0,5.0,3.0,0,2.0
93261,2016-07-01,1,Female,False,1.0,,,0,6.0
30658,2017-10-01,1,Female,False,,,,8,8.0
30658,2018-02-01,2,Female,False,,,,8,8.0
30658,2018-06-01,3,Female,False,,,,8,8.0
30658,2018-11-01,4,Female,False,,,,8,8.0
64464,2016-03-01,1,Male,False,6.0,4.0,4.0,3,2.0
31548,2016-10-01,1,Female,False,4.0,,5.0,8,4.0
31548,2017-02-01,2,Female,False,4.0,,5.0,8,4.0
37802,2018-09-01,1,Male,False,7.0,4.0,7.0,8,
80518,2018-05-01,1,Female,False,,,,1,
55723,2016-07-01,1,Male,False,7.0,,,2,5.0
64761,2017-07-01,1,Female,False,,,,6,6.0
64761,2017-11-01,2,Female,False,,,,6,6.0
101917,2017-06-01,1,Female,False,6.0,3.0,7.0,7,5.0
37741,2017-10-01,1,Female,False,,,,6,
37741,2018-02-01,2,Female,False,,,,6,
14736,2016-04-01,1,Female,False,3.0,,,1,11.0
70302,2016-03-01,1,Female,True,4.0,,6.0,7,9.0
70302,2017-02-01,2,Female,True,4.0,,6.0,7,9.0
21318,2016-05-01,1,Female,False,8.0,,,8,
21318,2018-01-01,2,Female,False,8.0,,,8,
27983,2016-08-01,1,Female,False,5.0,,5.0,9,7.0
27983,2016-11-01,2,Female,False,5.0,,5.0,9,7.0
27983,2017-04-01,3,Female,False,5.0,,5.0,9,7.0
49750,2016-10-01,1,Female,False,5.0,,5.0,1,1.0
102295,2017-06-01,1,Female,False,2.0,,,4,4.0
102295,2017-10-01,2,Female,False,2.0,,,4,4.0
102295,2018-07-01,3,Female,True,2.0,,,4,4.0
85395,2016-11-01,1,Male,False,9.0,,,4,8.0
85395,2017-03-01,2,Male,False,9.0,,,4,8.0
22599,2016-03-01,1,Male,False,6.0,2.0,7.0,6,
4987,2018-03-01,1,Female,True,,,,8,13.0
66992,2017-07-01,1,Female,False,,,,3,6.0
66992,2017-11-01,2,Female,False,,,,3,6.0
41448,2016-05-01,1,Female,True,3.0,,5.0,6,
48666,2017-08-01,1,Female,True,,,,2,5.0
57884,2016-10-01,1,Female,False,4.0,,5.0,9,5.0
41891,2018-01-01,1,Female,False,,,,9,3.0
100163,2017-08-01,1,Female,False,,,,6,2.0
100163,2018-06-01,2,Female,False,,,,6,2.0
47993,2018-05-01,1,Female,False,,,,5,
92024,2017-03-01,1,Female,False,5.0,4.0,5.0,4,2.0
83911,2018-03-01,1,Male,True,,,,7,8.0
83911,2018-10-01,2,Male,False,,,,7,8.0
61091,2018-08-01,1,Female,False,,,,9,
55727,2017-02-01,1,Male,False,6.0,4.0,5.0,0,5.0
67594,2017-01-01,1,Male,True,3.0,4.0,7.0,8,
87481,2017-10-01,1,Female,False,,,,1,-3.0
87481,2018-06-01,2,Female,False,,,,1,-3.0
32739,2017-09-01,1,Male,False,,,,6,6.0
32739,2018-01-01,2,Male,False,,,,6,6.0
32739,2018-06-01,3,Male,False,,,,6,6.0
22096,2016-02-01,1,Female,True,6.0,,7.0,4,1.0
32404,2018-04-01,1,Female,False,,,,9,
32404,2018-05-01,2,Female,False,,,,9,
52931,2016-04-01,1,Female,False,3.0,,4.0,1,8.0
13910,2018-01-01,1,Male,False,6.0,,,8,7.0
20134,2016-07-01,1,Male,True,1.0,,5.0,3,6.0
16018,2016-03-01,1,Female,False,3.0,,4.0,6,6.0
16018,2016-07-01,2,Female,False,3.0,,4.0,6,6.0
16018,2016-10-01,3,Female,False,3.0,,4.0,6,6.0
16018,2017-02-01,4,Female,False,3.0,,4.0,6,6.0
16018,2017-06-01,5,Female,False,3.0,,4.0,6,6.0
45163,2016-11-01,1,Female,False,4.0,,4.0,8,11.0
45163,2017-11-01,2,Female,False,4.0,,4.0,8,11.0
96799,2017-07-01,1,Female,False,,,,3,6.0
39101,2018-08-01,1,Female,False,,,,3,
18321,2016-10-01,1,Female,False,5.0,6.0,7.0,7,8.0
18321,2017-09-01,2,Female,False,5.0,6.0,7.0,7,8.0
36903,2017-01-01,1,Male,False,5.0,,,7,
36903,2017-05-01,2,Male,False,5.0,,,7,
36903,2017-09-01,3,Male,False,5.0,,,7,
36903,2018-01-01,4,Male,False,5.0,,,7,
36903,2018-05-01,5,Male,False,5.0,,,7,
65752,2018-05-01,1,Male,True,,,,6,
34083,2016-03-01,1,Male,False,2.0,,5.0,2,8.0
34083,2016-07-01,2,Male,False,2.0,,5.0,2,8.0
67474,2018-07-01,1,Female,False,,,,6,
17592,2017-06-01,1,Female,False,5.0,,,4,10.0
17592,2017-10-01,2,Female,False,5.0,,,4,10.0
6600,2016-03-01,1,Female,False,4.0,,4.0,9,
6600,2016-11-01,2,Female,True,4.0,,4.0,9,
66582,2017-03-01,1,Female,True,5.0,,,7,3.0
52394,2016-07-01,1,Female,False,6.0,4.0,5.0,1,4.0
98721,2018-01-01,1,Female,False,,,,3,6.0
35702,2017-02-01,1,Female,False,6.0,6.0,6.0,4,7.0
35702,2017-06-01,2,Female,False,6.0,6.0,6.0,4,7.0
35702,2018-06-01,3,Female,False,6.0,6.0,6.0,4,7.0
88123,2017-04-01,1,Female,False,7.0,3.0,6.0,9,8.0
88123,2017-08-01,2,Female,False,7.0,3.0,6.0,9,8.0
28132,2016-05-01,1,Male,False,6.0,3.0,5.0,5,3.0
18401,2017-03-01,1,Male,True,5.0,3.0,4.0,6,8.0
18401,2017-07-01,2,Male,True,5.0,3.0,4.0,6,8.0
18845,2016-05-01,1,Male,True,6.0,,,4,8.0
53790,2017-09-01,1,Male,False,3.0,,4.0,0,
27100,2017-06-01,1,Male,False,,,,1,4.0
81469,2017-12-01,1,Female,False,,,,4,3.0
81469,2018-04-01,2,Female,False,,,,4,3.0
49674,2017-08-01,1,Male,True,,,,5,5.0
7565,2016-06-01,1,Female,False,2.0,,,5,
7565,2016-10-01,2,Female,True,2.0,,,5,
7565,2017-06-01,3,Female,True,2.0,,,5,
7565,2017-10-01,4,Female,False,2.0,,,5,
7565,2018-02-01,5,Female,False,2.0,,,5,
85789,2016-11-01,1,Female,False,7.0,4.0,6.0,3,12.0
64289,2017-03-01,1,Female,False,6.0,,4.0,9,5.0
29101,2018-08-01,1,Female,False,,,,9,
95190,2017-10-01,1,Male,False,5.0,,,3,8.0
64987,2016-08-01,1,Female,False,2.0,,4.0,9,6.0
44703,2018-10-01,1,Female,False,6.0,,,7,
92248,2018-05-01,1,Male,False,,,,8,
78425,2016-11-01,1,Female,False,6.0,,,9,3.0
78425,2018-08-01,2,Female,True,6.0,,,9,3.0
26766,2018-07-01,1,Female,False,7.0,,,4,
56480,2018-02-01,1,Male,False,,,,9,12.0
75580,2016-02-01,1,Male,True,3.0,,4.0,7,1.0
89600,2018-08-01,1,Male,False,,,,0,
12212,2017-05-01,1,Female,False,6.0,3.0,6.0,5,6.0
12212,2017-09-01,2,Female,False,6.0,3.0,6.0,5,6.0
12212,2018-01-01,3,Female,False,6.0,3.0,6.0,5,6.0
57824,2016-03-01,1,Male,True,2.0,,5.0,0,4.0
12774,2016-03-01,1,Female,False,3.0,,7.0,1,7.0
90837,2018-06-01,1,Male,False,,,,9,
67362,2018-10-01,1,Female,False,,,,9,
26905,2017-11-01,1,Male,False,,,,7,
26905,2018-03-01,2,Male,False,,,,7,
83372,2016-08-01,1,Female,False,3.0,,5.0,8,10.0
64115,2018-07-01,1,Female,True,,,,5,
20345,2016-05-01,1,Male,True,6.0,,,9,8.0
20345,2016-09-01,2,Male,True,6.0,,,9,8.0
20345,2017-01-01,3,Male,True,6.0,,,9,8.0
68485,2016-02-01,1,Female,False,4.0,,5.0,9,5.0
68485,2016-06-01,2,Female,False,4.0,,5.0,9,5.0
68485,2016-10-01,3,Female,False,4.0,,5.0,9,5.0
68485,2017-06-01,4,Female,False,4.0,,5.0,9,5.0
68485,2018-07-01,5,Female,False,4.0,,5.0,9,5.0
46458,2017-05-01,1,Female,True,7.0,,5.0,6,6.0
46458,2018-07-01,2,Female,True,7.0,,5.0,6,6.0
47927,2016-09-01,1,Male,False,5.0,,4.0,9,1.0
47927,2017-09-01,2,Male,True,5.0,,4.0,9,1.0
47927,2018-06-01,3,Male,True,5.0,,4.0,9,1.0
47927,2018-11-01,4,Male,True,5.0,,4.0,9,1.0
50342,2016-02-01,1,Female,True,5.0,,,9,3.0
50342,2018-07-01,2,Female,True,5.0,,,9,3.0
36566,2017-07-01,1,Male,False,,,,2,
87145,2017-12-01,1,Male,False,,,,1,5.0
80844,2018-06-01,1,Female,False,,,,3,
17375,2016-11-01,1,Female,True,7.0,,6.0,6,
31975,2018-09-01,1,Male,False,9.0,,7.0,7,
91430,2017-06-01,1,Female,False,,,,3,9.0
91430,2017-11-01,2,Female,False,,,,3,9.0
6607,2017-12-01,1,Female,False,,,,7,4.0
43108,2016-07-01,1,Male,False,5.0,,4.0,7,
13500,2017-10-01,1,Female,False,6.0,4.0,6.0,2,9.0
7068,2016-02-01,1,Female,False,7.0,,,8,12.0
7068,2016-06-01,2,Female,True,7.0,,,8,12.0
73083,2016-09-01,1,Male,True,9.0,,,7,9.0
73083,2016-12-01,2,Male,True,9.0,,,7,9.0
78203,2018-07-01,1,Female,False,,,,9,
100696,2016-11-01,1,Female,True,6.0,4.0,6.0,2,6.0
100696,2017-02-01,2,Female,False,6.0,4.0,6.0,2,6.0
24013,2017-01-01,1,Female,False,6.0,2.0,8.0,1,3.0
92841,2016-07-01,1,Female,False,6.0,3.0,5.0,5,10.0
92841,2017-03-01,2,Female,True,6.0,3.0,5.0,5,10.0
50843,2016-08-01,1,Male,True,4.0,,4.0,6,
50843,2016-11-01,2,Male,True,4.0,,4.0,6,
12367,2016-03-01,1,Male,False,3.0,,5.0,3,8.0
12367,2016-07-01,2,Male,False,3.0,,5.0,3,8.0
71611,2018-02-01,1,Female,False,8.0,5.0,6.0,2,9.0
27258,2018-05-01,1,Female,False,,,,0,
14150,2017-11-01,1,Female,False,,,,6,1.0
27324,2018-02-01,1,Male,True,7.0,,,8,4.0
26995,2018-01-01,1,Female,False,,,,1,2.0
6898,2016-10-01,1,Female,True,7.0,4.0,4.0,4,
6898,2017-10-01,2,Female,True,7.0,4.0,4.0,4,
13103,2017-10-01,1,Female,False,,,,4,
13103,2018-02-01,2,Female,False,,,,4,
27908,2016-06-01,1,Female,False,6.0,3.0,5.0,6,6.0
27908,2016-10-01,2,Female,False,6.0,3.0,5.0,6,6.0
83598,2017-05-01,1,Female,False,6.0,,,8,5.0
83598,2017-08-01,2,Female,False,6.0,,,8,5.0
83598,2018-08-01,3,Female,False,6.0,,,8,5.0
51374,2017-06-01,1,Female,True,4.0,,,8,9.0
51374,2018-02-01,2,Female,False,4.0,,,8,9.0
51374,2018-07-01,3,Female,False,4.0,,,8,9.0
60970,2016-05-01,1,Female,True,8.0,,8.0,7,5.0
60970,2016-09-01,2,Female,True,8.0,,8.0,7,5.0
61302,2017-03-01,1,Male,True,9.0,7.0,8.0,8,10.0
61302,2017-07-01,2,Male,True,9.0,7.0,8.0,8,10.0
61302,2018-03-01,3,Male,True,9.0,7.0,8.0,8,10.0
98422,2017-12-01,1,Female,False,,,,6,6.0
36391,2017-11-01,1,Male,False,6.0,4.0,5.0,9,9.0
36391,2018-06-01,2,Male,False,6.0,4.0,5.0,9,9.0
41317,2016-05-01,1,Female,False,4.0,,5.0,4,10.0
67739,2018-05-01,1,Female,False,,,,2,
50854,2018-08-01,1,Female,False,5.0,,7.0,2,
62923,2016-05-01,1,Male,False,6.0,,6.0,8,8.0
62923,2016-09-01,2,Male,False,6.0,,6.0,8,8.0
62923,2017-05-01,3,Male,False,6.0,,6.0,8,8.0
44598,2017-07-01,1,Male,False,,,,1,1.0
68787,2016-06-01,1,Female,False,2.0,,,6,
68787,2016-10-01,2,Female,False,2.0,,,6,
68787,2017-07-01,3,Female,False,2.0,,,6,
99415,2017-03-01,1,Female,False,3.0,,,3,
78159,2016-08-01,1,Female,False,7.0,4.0,5.0,8,7.0
91300,2017-01-01,1,Male,False,7.0,5.0,6.0,7,
91300,2017-05-01,2,Male,False,7.0,5.0,6.0,7,
91300,2018-05-01,3,Male,False,7.0,5.0,6.0,7,
37501,2016-10-01,1,Male,True,6.0,2.0,5.0,7,7.0
37501,2017-05-01,2,Male,True,6.0,2.0,5.0,7,7.0
84494,2016-05-01,1,Male,False,7.0,3.0,6.0,5,
62611,2017-07-01,1,Female,False,5.0,,,6,9.0
96152,2018-02-01,1,Male,True,,,,7,2.0
74847,2017-06-01,1,Male,False,3.0,,,1,6.0
102264,2018-08-01,1,Male,False,,,,8,
24397,2018-03-01,1,Female,False,6.0,,,4,12.0
24397,2018-06-01,2,Female,False,6.0,,,4,12.0
4842,2016-10-01,1,Female,False,3.0,,,8,-1.0
4842,2017-02-01,2,Female,False,3.0,,,8,-1.0
46059,2016-05-01,1,Male,True,6.0,2.0,5.0,2,10.0
46059,2016-09-01,2,Male,True,6.0,2.0,5.0,2,10.0
10293,2016-04-01,1,Female,False,6.0,2.0,4.0,7,1.0
10293,2016-09-01,2,Female,True,6.0,2.0,4.0,7,1.0
10293,2017-05-01,3,Female,True,6.0,2.0,4.0,7,1.0
50027,2017-05-01,1,Female,True,,,,9,4.0
85723,2018-05-01,1,Female,False,,,,7,
87675,2017-07-01,1,Female,False,,,,0,6.0
5503,2017-06-01,1,Female,False,3.0,,4.0,8,8.0
52498,2017-09-01,1,Male,True,6.0,,,4,
68822,2016-06-01,1,Female,False,9.0,3.0,4.0,2,11.0
52043,2016-02-01,1,Female,True,6.0,,,5,7.0
52043,2018-07-01,2,Female,False,6.0,,,5,7.0
62134,2016-06-01,1,Male,False,6.0,4.0,4.0,8,2.0
38827,2018-06-01,1,Female,True,6.0,1.0,6.0,5,
71322,2018-06-01,1,Female,False,,,,4,
21764,2016-11-01,1,Male,True,7.0,3.0,4.0,8,10.0
16239,2018-09-01,1,Female,False,,,,2,
60598,2017-02-01,1,Male,False,2.0,2.0,5.0,7,8.0
60598,2018-08-01,2,Male,False,2.0,2.0,5.0,7,8.0
68146,2018-01-01,1,Female,False,,,,9,
68146,2018-05-01,2,Female,False,,,,9,
15669,2017-09-01,1,Female,False,,,,4,5.0
15669,2018-04-01,2,Female,False,,,,4,5.0
65176,2017-12-01,1,Female,False,,,,4,5.0
33704,2016-11-01,1,Female,False,10.0,6.0,9.0,7,5.0
79683,2017-10-01,1,Male,True,,,,3,5.0
79683,2018-02-01,2,Male,False,,,,3,5.0
28337,2017-03-01,1,Female,False,7.0,,,4,7.0
57891,2018-06-01,1,Male,False,,,,3,
14644,2018-07-01,1,Female,False,7.0,,8.0,3,
10820,2017-08-01,1,Female,True,7.0,4.0,4.0,5,3.0
63696,2017-07-01,1,Female,False,,,,4,6.0
63696,2017-11-01,2,Female,False,,,,4,6.0
2609,2018-09-01,1,Male,False,,,,8,
54421,2017-01-01,1,Female,False,6.0,,,2,5.0
54421,2018-06-01,2,Female,False,6.0,,,2,5.0
56669,2018-04-01,1,Female,True,,,,1,0.0
40130,2018-06-01,1,Female,False,5.0,,7.0,0,
3894,2018-07-01,1,Female,True,3.0,,,2,
52687,2017-04-01,1,Female,False,5.0,,7.0,9,4.0
52687,2018-07-01,2,Female,False,5.0,,7.0,9,4.0
25360,2018-07-01,1,Female,True,9.0,7.0,9.0,2,
93080,2018-03-01,1,Male,False,,,,4,6.0
53483,2018-07-01,1,Female,False,6.0,3.0,6.0,6,
66329,2017-11-01,1,Female,False,,,,0,
19769,2016-07-01,1,Female,False,4.0,,,7,10.0
19769,2016-11-01,2,Female,False,4.0,,,7,10.0
19769,2017-03-01,3,Female,False,4.0,,,7,10.0
19769,2017-05-01,4,Female,False,4.0,,,7,10.0
19769,2017-10-01,5,Female,False,4.0,,,7,10.0
23484,2018-10-01,1,Female,False,,,,6,
40375,2018-03-01,1,Female,True,,,,6,
40375,2018-10-01,2,Female,True,,,,6,
40375,2018-10-01,3,Female,True,,,,6,
45670,2018-05-01,1,Female,False,,,,5,
8010,2017-10-01,1,Female,False,,,,8,11.0
8010,2018-02-01,2,Female,False,,,,8,11.0
8010,2018-06-01,3,Female,False,,,,8,11.0
76952,2018-04-01,1,Female,True,5.0,3.0,7.0,3,6.0
76952,2018-07-01,2,Female,True,5.0,3.0,7.0,3,6.0
102272,2018-08-01,1,Female,False,,,,5,
91042,2018-05-01,1,Male,False,,,,1,
79220,2016-02-01,1,Female,False,3.0,,5.0,9,7.0
79220,2016-06-01,2,Female,False,3.0,,5.0,9,7.0
79220,2016-10-01,3,Female,False,3.0,,5.0,9,7.0
79220,2017-02-01,4,Female,True,3.0,,5.0,9,7.0
79220,2017-06-01,5,Female,True,3.0,,5.0,9,7.0
79220,2017-10-01,6,Female,False,3.0,,5.0,9,7.0
91421,2018-05-01,1,Male,False,,,,8,
52623,2018-01-01,1,Female,False,2.0,,,4,
70657,2016-02-01,1,Male,False,6.0,,,0,6.0
24817,2016-03-01,1,Male,False,6.0,5.0,5.0,5,
31728,2017-03-01,1,Female,True,6.0,2.0,5.0,9,
3270,2018-06-01,1,Female,False,4.0,,,0,
54101,2017-08-01,1,Female,False,,,,7,8.0
61049,2018-09-01,1,Male,False,3.0,,5.0,8,
62001,2016-03-01,1,Male,False,6.0,2.0,7.0,7,
62001,2016-07-01,2,Male,False,6.0,2.0,7.0,7,
62001,2016-11-01,3,Male,False,6.0,2.0,7.0,7,
62001,2017-03-01,4,Male,False,6.0,2.0,7.0,7,
39260,2018-05-01,1,Female,False,,,,1,
36705,2018-10-01,1,Male,False,,,,9,
54691,2018-09-01,1,Female,False,4.0,,6.0,2,
87775,2016-07-01,1,Female,False,5.0,,,7,6.0
87775,2016-11-01,2,Female,False,5.0,,,7,6.0
77849,2016-11-01,1,Male,False,9.0,,,3,10.0
60757,2016-11-01,1,Female,False,2.0,,,2,-1.0
88886,2018-05-01,1,Male,False,,,,9,
57982,2016-08-01,1,Female,False,7.0,6.0,7.0,2,5.0
45013,2018-06-01,1,Female,False,,,,4,
29502,2018-08-01,1,Male,True,,,,7,
98874,2017-04-01,1,Male,True,1.0,,,0,8.0
67719,2016-06-01,1,Male,False,7.0,4.0,6.0,7,2.0
61413,2018-05-01,1,Female,False,,,,3,
3232,2018-10-01,1,Female,False,,,,5,
99094,2018-05-01,1,Female,True,,,,5,
18656,2016-09-01,1,Male,False,3.0,,,7,-1.0
47802,2017-01-01,1,Female,False,7.0,5.0,8.0,5,8.0
47802,2017-10-01,2,Female,True,7.0,5.0,8.0,5,8.0
47802,2017-12-01,3,Female,True,7.0,5.0,8.0,5,8.0
81863,2016-09-01,1,Male,False,5.0,,,8,8.0
55159,2017-12-01,1,Male,False,,,,8,10.0
55159,2018-06-01,2,Male,False,,,,8,10.0
58439,2016-03-01,1,Female,False,7.0,,,5,
62273,2017-12-01,1,Male,False,,,,9,5.0
62273,2018-06-01,2,Male,False,,,,9,5.0
62273,2018-06-01,3,Male,False,,,,9,5.0
7228,2017-10-01,1,Male,False,,,,3,5.0
7228,2018-02-01,2,Male,True,,,,3,5.0
84771,2016-05-01,1,Female,False,6.0,2.0,5.0,6,7.0
21494,2016-08-01,1,Female,False,4.0,,,2,6.0
67347,2018-02-01,1,Female,False,,,,9,-2.0
67347,2018-08-01,2,Female,False,,,,9,-2.0
96924,2017-10-01,1,Male,False,7.0,,,2,6.0
31905,2016-11-01,1,Female,False,6.0,,,4,0.0
31905,2018-06-01,2,Female,False,6.0,,,4,0.0
33368,2016-08-01,1,Male,False,9.0,,,4,5.0
33368,2016-12-01,2,Male,False,9.0,,,4,5.0
33368,2017-03-01,3,Male,False,9.0,,,4,5.0
33368,2017-11-01,4,Male,False,9.0,,,4,5.0
5800,2016-12-01,1,Male,False,2.0,,2.0,3,10.0
5800,2017-08-01,2,Male,False,2.0,,2.0,3,10.0
5800,2017-12-01,3,Male,False,2.0,,2.0,3,10.0
5800,2018-06-01,4,Male,False,2.0,,2.0,3,10.0
35738,2017-10-01,1,Male,True,,,,7,5.0
96076,2016-12-01,1,Male,True,5.0,,,5,2.0
7631,2017-07-01,1,Female,False,,,,8,10.0
7631,2017-12-01,2,Female,False,,,,8,10.0
7631,2018-03-01,3,Female,False,,,,8,10.0
37246,2016-11-01,1,Female,True,7.0,,,8,5.0
63950,2016-03-01,1,Male,False,4.0,,4.0,5,7.0
63950,2016-07-01,2,Male,False,4.0,,4.0,5,7.0
73199,2018-06-01,1,Female,False,7.0,,5.0,6,
12251,2018-02-01,1,Female,True,,,,0,
78899,2018-09-01,1,Female,False,6.0,,7.0,1,
6515,2017-12-01,1,Female,False,,,,5,8.0
6621,2016-04-01,1,Male,False,6.0,3.0,5.0,9,
6621,2016-08-01,2,Male,False,6.0,3.0,5.0,9,
6621,2016-12-01,3,Male,False,6.0,3.0,5.0,9,
6621,2017-04-01,4,Male,False,6.0,3.0,5.0,9,
6621,2017-08-01,5,Male,True,6.0,3.0,5.0,9,
6621,2018-07-01,6,Male,False,6.0,3.0,5.0,9,
65888,2016-06-01,1,Female,False,5.0,,,8,
65888,2016-10-01,2,Female,False,5.0,,,8,
65888,2018-02-01,3,Female,False,5.0,,,8,
22518,2018-10-01,1,Male,False,,,,9,
64662,2016-05-01,1,Male,False,8.0,5.0,6.0,9,6.0
64662,2016-10-01,2,Male,False,8.0,5.0,6.0,9,6.0
64662,2017-01-01,3,Male,False,8.0,5.0,6.0,9,6.0
64662,2017-05-01,4,Male,True,8.0,5.0,6.0,9,6.0
64662,2017-09-01,5,Male,False,8.0,5.0,6.0,9,6.0
64662,2018-01-01,6,Male,False,8.0,5.0,6.0,9,6.0
801,2018-10-01,1,Female,False,,,,2,
35463,2016-10-01,1,Male,True,3.0,,,8,0.0
35463,2018-10-01,2,Male,False,3.0,,,8,0.0
52011,2018-06-01,1,Female,False,,,,6,
52011,2018-11-01,2,Female,True,,,,6,
60790,2017-11-01,1,Female,False,,,,0,
6475,2017-10-01,1,Male,True,,,,2,6.0
77813,2017-05-01,1,Female,True,6.0,,,0,3.0
65593,2018-05-01,1,Female,False,,,,4,
48767,2018-10-01,1,Female,False,6.0,3.0,5.0,0,
54766,2016-09-01,1,Female,False,6.0,,6.0,8,7.0
54766,2017-01-01,2,Female,False,6.0,,6.0,8,7.0
60069,2016-03-01,1,Female,False,8.0,3.0,5.0,4,7.0
37837,2016-10-01,1,Male,True,4.0,,,3,9.0
19694,2018-11-01,1,Male,False,4.0,,,3,
56037,2018-08-01,1,Female,True,,,,6,
4726,2018-05-01,1,Male,False,,,,2,
33472,2018-06-01,1,Female,False,,,,0,
14690,2016-03-01,1,Female,False,7.0,,6.0,3,2.0
89275,2017-08-01,1,Male,True,,,,0,
3705,2018-04-01,1,Female,False,,,,9,2.0
3705,2018-06-01,2,Female,False,,,,9,2.0
3705,2018-11-01,3,Female,False,,,,9,2.0
19005,2017-03-01,1,Female,False,6.0,3.0,5.0,9,4.0
19005,2018-02-01,2,Female,False,6.0,3.0,5.0,9,4.0
45127,2018-05-01,1,Female,False,,,,9,
1956,2018-07-01,1,Female,True,,,,4,
10928,2016-06-01,1,Male,False,6.0,1.0,5.0,7,
